sentiment,text
positive,"This fits our 2011 Prius perfectly. It matches the interior very well, and it is quite a snug fit as well as being very comfortable. It took two pairs of hands to install, and it's certainly not going anywhere now; I wish I'd bought one when we first bought the car!"
positive,Great storage solution for Silverado truck. It really helps to keep things in place and organized.
positive,Love how these look in my Nissan Kicks 2022! I bought them for the cover for the backseat for my dogs. The dogs do not slip around in the backseat anymore! Super soft and easy to install.
positive,"As advertised, this steering-wheel cover is easy to install and feels comfortable when I am gripping it. It is both soft to the touch and well padded.<br /><br />I'm not sure why the manufacturer is advertising the blue steering-wheel cover as for women. Yes, it is attractive. But as far as I can tell, men like nice-looking things as much as women, and blue has always been considered ""unisex."" So men don’t need to hesitate to buy one of these.<br /><br />All in all, I am pleased with this cover and am happy to recommend it."
negative,"Good pump, but the AC charging plug broke when it fell on the ground."
positive,"Quote from our mechanic was $350 to correct the P1330-P1335 codes in our 99 Solara V6. For less than $110 (for the O2 sensor and wrench) plus roughly 20 minutes of time the repair was complete. (Looks like the price went up $25 since we bought it) In our case it was the bank 1 sensor 1 location which is between the back of the engine and the firewall. Sprayed the old sensor with PB Blaster, waited 10 minutes used the Powebuilt socket ([[ASIN:B00390BS7C B00390BS7C]] with a 17"" breaker bar and the sensor came right out. Please note that one of the other posts incorrectly states that the 5th digit of the VIN designates whether the car has California or Federal emissions. Check the under-hood label which clearly states if you have California emissions (which this sensor is for)."
positive,Glad to find this product. Since my 2013 Tundra is so high that I can't even jump up to enter the truck bed.
positive,good buy
positive,Installed on my Polaris Ranger 900 with 4500lb Superwinch. Pulled another Ranger upright that flipped on its side. And pulled myself out of a nasty lil mud hole. So I’m 2 for 2 so far with this cable.
negative,I do not know if is a legit battery but works reason i say is because the sticker has bubbles like if it was a cheap battery and they just put the sticker on
positive,good fit good value
positive,We use this on my husband's truck and it seems to withstand any leaks and is easy enough to put on and off.  It is working great for our needs.
positive,great replacement part
positive,The case is fine but could be made a little better. Protects my remote from damaged from all the falls on the concrete. Also was washed accidentally and held up well
positive,you cannot beat the price great to have mirrors that extend when towing trailer
positive,This will save the hose from my travel trailer by not bending at the connection.  Also will keep the hose closer to the travel trailer and not stick out for people to trip on as they walk around without looking.
negative,"First of all, the wiring harness looks good, it's a wiring harness, and it's an affordable one, you can only expect so much, and for the price, this one is not bad at all imo. That having been said, you may look at a different one. It seems that there are 2 versions of this one that says ""LED WORK LIGHTS"" and the one pictured. You DO NOT know what one you will receive. I spoke with Amazon customer service (they are always great and helpful) and after my CS rep looked into it, it seems that there is no way to ensure you get the LED LIGHT BAR one. If you order this, then realize that you may receive a work lights rocker switch rather than the light bar rocker. either know that you may have to swap it out a few times to get the correct rocker, purchase the rocker switch separate and replace the one it came with, or just deal with a different switch. I am not sure what I will do yet, I am considering returning this one entirely and just purchasing a nicer harness all together since with this one I will have to shell out the extra 10 bucks for a replacement rocker switch anyways."
